title,artist,existing_year,existing_year_source,existing_status,existing_notes,csv_year,estimated_year,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number,mb_year,mb_year_source,mb_match_method,mb_score,deezer_year,deezer_invalid_year,deezer_status,deezer_track_id,discogs_year,discogs_rejected_year,discogs_rejected_reason,chosen_candidate,status,notes,diff,spotify_track_id,spotify_match_name,spotify_match_artist,match_method,similarity_score,isrc,spotify_found,manual_source_url,exclusion_reason,final_year,listenbrainz_match_status,listenbrainz_year_signal,listenbrainz_context_flags,listenbrainz_version_flags,listenbrainz_recommendation,listenbrainz_mb_year,listenbrainz_mb_year_source,listenbrainz_year_delta_vs_current_mb,listenbrainz_year_delta_vs_spotify,listenbrainz_recording_mbid,listenbrainz_recording_name,listenbrainz_release_mbid,listenbrainz_release_name,final_source,review_reason
Day-O (The Banana Boat Song),Harry Belafonte,,,,,2001,2001,Very Best Of Harry Belafonte,compilation,2001,184693,Harry Belafonte,3,1,1976,mb_match_uncertain,text,1.00,,,skipped_off,,1986,,,1956,manual_entered_year,review_reason: mb_uncertain; risk_flags: mb_uncertain+mb_text_match_only+catalog_context+compilation_context; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_uncertain+mb_text_match_only; manual: entered 1956,,6FH2WiSVFv5qglEg1O8xNn,Day-O (The Banana Boat Song),Harry Belafonte,playlist_import,,USRC10101309,true,,,1956,ok,alternative_later_than_current_mb,best_of_context+soundtrack_context+deluxe_context+noisy_release_context,,manual_conflicting_years,1988,recording_first_release_date,12,-13,55eeb351-42e9-4360-b421-b5ecb125c101,Day-O (The Banana Boat Song),2e52a5eb-fd25-410e-be9c-f94b852f746f,Beetlejuice,manual,manual_entered_year
Männer,Herbert Grönemeyer,,,,,2008,2008,Was Muss Muss - Best Of,compilation,2008-01-01,238800,Herbert Grönemeyer,2,2,2008,mb_ok,isrc,1.00,,,skipped_off,,,,,1984,manual_entered_year,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+compilation_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: entered 1984,,2PfEAFaaLabTXfmlV58LIj,Männer,Herbert Grönemeyer,playlist_import,,DEC610800613,true,,,1984,ok,confirms_current_mb_and_spotify,best_of_context+compilation_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,2008,recording_first_release_date,0,0,2ac8144e-dd01-427a-a7a7-158e8eb99dfe,Männer,0bbb7809-9817-4bc9-9860-c522d0eb5295,Was muss muss: Best Of,manual,manual_entered_year
All of Me,John Legend,,,,,2013,2013,Love In The Future (Expanded Edition),album,2013-08-30,269556,John Legend,6,1,2013,mb_ok,isrc,1.00,,,skipped_off,,,,,2013,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,playlist_import,,USSM11303954,true,,,2013,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,2013,recording_first_release_date,0,0,d5548b1d-63db-4aa7-b3d5-3f864f248eee,All of Me,da998b90-83d6-43ea-9a46-55ce0fba83e4,Love in the Future,musicbrainz,manual_batch_lb_context_warning_confirmed
Ring of Fire,Johnny Cash,,,,,1963,1963,Ring Of Fire: The Best Of Johnny Cash,compilation,1963-08-06,158426,Johnny Cash,1,1,1963,mb_ok,isrc,1.00,,,skipped_off,,,,,1963,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+compilation_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,6YffUZJ2R06kyxyK6onezL,Ring of Fire,Johnny Cash,playlist_import,,USSM11201688,true,,,1963,ok,confirms_current_mb_and_spotify,best_of_context+compilation_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1963,recording_first_release_date,0,0,bfd37140-14fd-497a-a39d-c133011ac244,Ring of Fire,1eb3957e-c4ea-330a-9927-d59b24e83e0f,Ring of Fire: The Best of Johnny Cash,musicbrainz,manual_batch_lb_context_warning_confirmed
Don't Stop Believin',Journey,,,,,1981,1981,Escape (Bonus Track Version),album,1981,250986,Journey,1,1,1981,mb_ok,isrc,1.00,,,skipped_off,,,,,1981,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,playlist_import,,USSM18100116,true,,,1981,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1981,recording_first_release_date,0,0,93036a0a-0513-4d27-b384-4a5d9b674a37,Don’t Stop Believin’,c6f21a6d-55e1-37e6-8302-f82caf4c9683,Escape,musicbrainz,manual_batch_lb_context_warning_confirmed
Ein Bett Im Kornfeld,Jürgen Drews,,,,,2008,2008,Musik Box Teil 1,album,2008-10-17,179773,Jürgen Drews,18,1,2017,mb_match_uncertain,text,0.96,,,skipped_off,,1976,,,1976,manual_confirmed_mb,review_reason: mb_uncertain; risk_flags: mb_uncertain+mb_text_match_only+discogs_earlier_than_mb+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_uncertain+mb_text_match_only+mb_year_suspicious_late; Manual batch accept: LB->MB alternative year accepted.,,7DfHmCnSLftVHPvtFPFsmA,Ein Bett Im Kornfeld,Jürgen Drews,playlist_import,,DELC80800028,true,,,1976,ok,alternative_earlier_than_current_mb,,,useful_alternative_mb_year,1976,recording_first_release_date,-41,-32,881c0d7e-d8a6-447f-824f-3ed317479c2d,Ein Bett Im Kornfeld,ffb91d55-f709-4cd0-879c-70ebd1c67b0e,Ein Neuer Anfang,listenbrainz_musicbrainz,manual_batch_listenbrainz_musicbrainz_confirmed
Eine neue Liebe ist wie ein neues Leben,Jürgen Marcus,,,,,2008,2008,Das Beste mit Liebe,album,2008-10-11,229613,Jürgen Marcus,2,1,1973,mb_match_uncertain,text,0.96,,,skipped_off,,1975,,,1973,manual_confirmed_mb,review_reason: mb_uncertain; risk_flags: mb_uncertain+mb_text_match_only; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_uncertain+mb_text_match_only; Manual batch accept: MB year accepted despite LB->MB context warning.,,0oH9kW4faMsq9YgRYirgD0,Eine neue Liebe ist wie ein neues Leben,Jürgen Marcus,playlist_import,,DEA370803298,true,,,1973,ok,confirms_current_mb,compilation_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1973,recording_first_release_date,0,-35,903192e0-aef5-4c2c-a483-7723343dc571,Eine neue Liebe ist wie ein neues Leben,a15c2e06-38f4-470f-ac2d-c238d4a5126a,Das Beste mit Liebe,musicbrainz,manual_batch_lb_context_warning_confirmed
Lambada - Version 1989,Kaoma,,,,,1989,1989,Lambada (Version 1989),single,1989,207466,Kaoma,1,1,,mb_match_uncertain,isrc,0.84,,,skipped_off,,,,,1989,manual_confirmed_spotify,review_reason: mb_no_match; risk_flags: mb_no_match+mb_uncertain; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_no_match+mb_uncertain; Manual accept: Spotify fallback year accepted.,,32gpJnMZkRafZdQvU7ZzR7,Lambada - Version 1989,Kaoma,playlist_import,,FR6V89602629,true,,,1989,ok,confirms_spotify,,,likely_accept_existing_mb,1989,recording_first_release_date,,0,2febfada-8f47-4760-b55f-b6890c27fdd1,Lambada,472e474a-499f-4119-a8df-c2bd183b96ba,Worldbeat,spotify,manual_confirmed_spotify_fallback
Autobahn,Kraftwerk,,,,,2017,2017,3-D The Catalogue,album,2017-05-26,866889,Kraftwerk,1,1,2017,mb_match_uncertain,text,1.00,,,skipped_off,,2024,,,1974,manual_entered_year,review_reason: mb_uncertain; risk_flags: mb_uncertain+mb_text_match_only; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_uncertain+mb_text_match_only; manual: entered 1974,,7e2ExzCUgjOntmlZCTDSWk,Autobahn,Kraftwerk,playlist_import,,GBAYE1601901,true,,,1974,ok,confirms_current_mb_and_spotify,live_context+noisy_release_context,,manual_conflicting_years,2017,recording_first_release_date,0,0,96d7724d-466e-4ec1-b4cc-5e26371fffa2,Autobahn,647231d1-fc30-43dd-a614-e036e6c6b3fa,3‐D The Catalogue,manual,manual_entered_year
Whole Lotta Love - 1990 Remaster,Led Zeppelin,,,,,1969,1969,Led Zeppelin II (1994 Remaster),album,1969-10-22,333893,Led Zeppelin,1,1,1969,mb_ok,isrc,0.96,,,skipped_off,,,,,1969,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: confirmed MusicBrainz year 1969,,0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin,playlist_import,,USAT29900471,true,,,1969,ok,confirms_current_mb_and_spotify,,remastered,manual_version_risk,1969,recording_first_release_date,0,0,9d9c8206-8b4c-45fc-8f12-ffc1940b2b7f,Whole Lotta Love,1eedb603-6818-4201-a934-4a537abb59e4,Led Zeppelin II,musicbrainz,manual_confirmed_mb
Dancing On The Ceiling,Lionel Richie,,,,,1986,1986,Dancing On The Ceiling (Expanded Edition),album,1986,270720,Lionel Richie,1,1,1985,mb_ok,isrc,1.00,,,skipped_off,,,,,1985,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,0snPJPxkk0MbTc0xeUvAPt,Dancing On The Ceiling,Lionel Richie,playlist_import,,USMO18682745,true,,,1985,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1985,recording_first_release_date,0,-1,a393ce94-3cbc-4723-97de-7a270bb7b606,Dancing on the Ceiling,45f0cdd9-cbd6-48fb-81d9-b34cdc655d58,Dancing on the Ceiling,musicbrainz,manual_batch_lb_context_warning_confirmed
Sweet Home Alabama,Lynyrd Skynyrd,,,,,1974,1974,Second Helping (Expanded Edition),album,1974-04-15,283800,Lynyrd Skynyrd,1,1,1974,mb_ok,isrc,1.00,,,skipped_off,,,,,1974,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,playlist_import,,USMC17446153,true,,,1974,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1974,recording_first_release_date,0,0,2b2f23a7-3ee0-4fc0-991c-c0e327ffbb1e,Sweet Home Alabama,d8782628-0d8b-4df0-96b4-3a3cb277977e,Second Helping,musicbrainz,manual_batch_lb_context_warning_confirmed
Verdammt Ich lieb' dich,Matthias Reim,,,,,2004,2004,Déjà Vu - Das Beste Von Matthias Reim,compilation,2004-01-01,217680,Matthias Reim,3,1,2004,mb_ok,isrc,1.00,,,skipped_off,,,,,1990,manual_entered_year,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+compilation_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: entered 1990,,2XEwnFyQhDBHq6rFEaAOQj,Verdammt Ich lieb' dich,Matthias Reim,playlist_import,,DEA340401063,true,,,1990,ok,alternative_earlier_than_current_mb,,,manual_conflicting_years,1990,recording_first_release_date,-14,-14,ab17d759-63e6-42a0-af22-f175e9c482a7,"Verdammt, ich lieb’ dich",9df1c303-b9ba-4642-b7f6-803f3c940cc0,Reim,manual,manual_entered_year
80 Millionen,Max Giesinger,,,,,2016,2016,"Der Junge, der rennt (Deluxe Version)",album,2016-04-08,217040,Max Giesinger,3,1,2016,mb_ok,isrc,1.00,,,skipped_off,,,,,2016,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,4EB11zPPq3jDbhnwWpzFL9,80 Millionen,Max Giesinger,playlist_import,,DELV41600001,true,,,2016,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,2016,recording_first_release_date,0,0,14ce7941-57b1-4ed4-a326-b241cf4a389b,80 Millionen,8298fb0c-5345-446c-9a2e-ec299e21191e,"Der Junge, der rennt",musicbrainz,manual_batch_lb_context_warning_confirmed
All About That Bass,Meghan Trainor,,,,,2015,2015,Title (Deluxe),album,2015-01-12,191488,Meghan Trainor,2,1,2014,mb_ok,isrc,0.96,,,skipped_off,,,,,2014,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,playlist_import,,USSM11401317,true,,,2014,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,2014,recording_first_release_date,0,-1,759edfb8-0b3c-4d4b-9538-a4e20f21f1e3,All About That Bass,8c999810-9730-43be-9b30-1fcd0e6ed89c,Title,musicbrainz,manual_batch_lb_context_warning_confirmed
Wrecking Ball,Miley Cyrus,,,,,2013,2013,Bangerz (Deluxe Version),album,2013-10-04,221366,Miley Cyrus,6,1,2013,mb_ok,isrc,1.00,,,skipped_off,,,,,2013,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,Miley Cyrus,playlist_import,,USRC11301214,true,,,2013,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,2013,recording_first_release_date,0,0,8c8b2d45-6043-47c5-8c12-16fb8050817b,Wrecking Ball,843c9d8b-6a7a-4d6e-9c14-ce8a74786131,Bangerz,musicbrainz,manual_batch_lb_context_warning_confirmed
You Can Call Me Al,Paul Simon,,,,,1986,1986,Graceland (25th Anniversary Deluxe Edition),album,1986-08-12,280586,Paul Simon,6,1,1986,mb_ok,isrc,1.00,,,skipped_off,,,,,1986,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,Paul Simon,playlist_import,,USSM11002274,true,,,1986,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1986,recording_first_release_date,0,0,01e1696b-b3c7-4ffe-a42b-ec2c952f7429,You Can Call Me Al,0fe9089e-6b0a-4a73-9093-350d72e84be5,Graceland,musicbrainz,manual_batch_lb_context_warning_confirmed
Purple Rain,Prince,,,,,1984,1984,Purple Rain,album,1984-06-25,520786,Prince,9,1,1984,mb_ok,text,0.84,,,skipped_off,,,,,1984,manual_confirmed_mb,review_reason: mb_text_match_only; risk_flags: mb_text_match_only; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_text_match_only; manual: confirmed MusicBrainz year 1984,,54X78diSLoUDI3joC2bjMz,Purple Rain,Prince,playlist_import,,USWB10001880,true,,,1984,ok,alternative_later_than_current_mb,live_context+deluxe_context+noisy_release_context,,manual_conflicting_years,1987,recording_release_group_first_release_date:90718403-7634-3786-84bf-2053a7bd4f4c,3,3,edeac98e-5750-4f21-9e5a-3ff4717e197a,Purple Rain,8c6d3dbb-1bb1-4497-b31e-5240c53b4271,Sign “☮︎” the Times,musicbrainz,manual_confirmed_mb
Under Pressure - Remastered 2011,"Queen, David Bowie",,,,,1982,1982,Hot Space (2011 Remaster),album,1982-05-03,248440,Queen,11,1,1981,mb_ok,isrc,0.85,,,skipped_off,,,,,1981,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: confirmed MusicBrainz year 1981,,2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,"Queen, David Bowie",playlist_import,,GBUM71029622,true,,,1981,ok,confirms_current_mb_and_spotify,,remastered,manual_version_risk,1981,recording_first_release_date,0,-1,32c7e292-14f1-4080-bddf-ef852e0a4c59,Under Pressure,b4f42dd2-c6cc-449d-84ee-de581dcf120e,Hot Space,musicbrainz,manual_confirmed_mb
Under the Bridge,Red Hot Chili Peppers,,,,,1991,1991,Blood Sugar Sex Magik (Deluxe Edition),album,1991-09-24,264306,Red Hot Chili Peppers,11,1,1991,mb_ok,isrc,1.00,,,skipped_off,,,,,1991,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,playlist_import,,USWB19901576,true,,,1991,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1991,recording_first_release_date,0,0,10d1062a-7275-458f-ad0d-906eeaa22c57,Under the Bridge,8b69a5f2-d3de-4df0-ae61-54b2227862c8,Blood Sugar Sex Magik,musicbrainz,manual_batch_lb_context_warning_confirmed
Über den Wolken,Reinhard Mey,,,,,1983,1983,Die großen Erfolge,album,1983-08-01,233133,Reinhard Mey,9,1,1974,mb_ok,text,0.96,,,skipped_off,,,,,1974,manual_confirmed_mb,review_reason: mb_text_match_only; risk_flags: mb_text_match_only; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_text_match_only; Manual batch accept: MB year accepted despite LB->MB context warning.,,5JSzcnZbYk3qv3nEn5Bo41,Über den Wolken,Reinhard Mey,playlist_import,,DEC649800506,true,,,1974,ok,confirms_current_mb,compilation_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1974,recording_first_release_date,0,-9,c3af23bd-ac48-4994-aa45-ff97529150bd,Über den Wolken,7b624418-6497-40f2-87ea-d6782c4041d1,Die großen Erfolge,musicbrainz,manual_batch_lb_context_warning_confirmed
Super Freak,Rick James,,,,,1981,1981,Street Songs (Deluxe Edition),album,1981-04-07,205466,Rick James,5,1,1981,mb_ok,isrc,1.00,,,skipped_off,,,,,1981,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Manual batch accept: MB year accepted despite LB->MB context warning.,,2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,playlist_import,,USMO18100048,true,,,1981,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1981,recording_first_release_date,0,0,ae88669b-d377-4b5c-9cbe-f9e0706a56ed,Super Freak,9773fe19-d9f2-4e88-ad04-72f911379c8b,Street Songs (deluxe edition),musicbrainz,manual_batch_lb_context_warning_confirmed
(What A) Wonderful World - Mono,Sam Cooke,,,,,1960,1960,The Wonderful World Of Sam Cooke,compilation,1960-02,128786,Sam Cooke,1,1,,mb_no_match,,,,,skipped_off,,,,,1960,manual_confirmed_spotify,review_reason: mb_no_match; risk_flags: mb_no_match+catalog_context+compilation_context; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_no_match; Manual accept: Spotify fallback year accepted.,,2G0GextMwZJLkNxcSZ7ZJ3,(What A) Wonderful World - Mono,Sam Cooke,playlist_import,,USA171920056,true,,,1960,no_match,no_year,,,unusable,,,,,,,,,spotify,manual_confirmed_spotify_fallback
Holding Back the Years - 2008 Remaster,Simply Red,,,,,1985,1985,Picture Book (Expanded Version),album,1985,269840,Simply Red,7,1,1985,mb_ok,isrc,0.96,,,skipped_off,,,,,1985,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: confirmed MusicBrainz year 1985,,1yg7fwwYmx9DQ2TdXUmfpJ,Holding Back the Years - 2008 Remaster,Simply Red,playlist_import,,GBCRL0800119,true,,,1985,ok,confirms_current_mb_and_spotify,deluxe_context+noisy_release_context,remastered,manual_version_risk,1985,recording_first_release_date,0,0,47eb829c-61fe-4a1e-bd0f-4d5e5070f2e6,Holding Back the Years,94f940c4-b1f0-4ccc-8886-424319eb39c8,Picture Book,musicbrainz,manual_confirmed_mb
We Are Family - 1995 Remaster,Sister Sledge,,,,,1979,1979,We Are Family (1995 Remaster),album,1979,216733,Sister Sledge,5,1,1979,mb_ok,isrc,0.96,,,skipped_off,,,,,1979,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: confirmed MusicBrainz year 1979,,5IKLwqBQG6KU6MP2zP80Nu,We Are Family - 1995 Remaster,Sister Sledge,playlist_import,,USAT20102166,true,,,1979,ok,confirms_current_mb_and_spotify,,remastered,manual_version_risk,1979,recording_release_group_first_release_date:6351ac1d-26ac-4c7a-8cfe-2e69a62003f2,0,0,857f9208-8416-47ef-b757-d930d05164df,We Are Family (1995 Remaster),6fae64ca-54c3-4cb1-a73a-072a8bb2dfbc,We Are Family (1995 Remaster),musicbrainz,manual_confirmed_mb
Liebeskummer lohnt sich nicht,Siw Malmkvist,,,,,2004,2004,Originalinspelningar 1955-1980,compilation,2004-12-21,148840,Siw Malmkvist,81,1,2008,mb_match_uncertain,text,0.96,,,skipped_off,,1964,,,1966,manual_confirmed_mb,review_reason: mb_uncertain; risk_flags: mb_uncertain+mb_text_match_only+catalog_context+compilation_context+discogs_earlier_than_mb+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_uncertain+mb_text_match_only+mb_year_suspicious_late; Manual batch accept: LB->MB alternative year accepted.,,3DMk51IjcSdYmUT51QWfm1,Liebeskummer lohnt sich nicht,Siw Malmkvist,playlist_import,,SEPQD6421810,true,,,1966,ok,alternative_earlier_than_current_mb,,,useful_alternative_mb_year,1966,recording_first_release_date,-42,-38,596704c7-dfc3-42dc-ad0d-e72fc3ac72fb,Liebeskummer lohnt sich nicht,04e8b3b2-632b-4b08-9812-cb9013b702f9,Zu Gast bei Siw Malmkvist,listenbrainz_musicbrainz,manual_batch_listenbrainz_musicbrainz_confirmed
Get Back - Remastered 2009,The Beatles,,,,,1970,1970,Let It Be (Remastered),album,1970-05-08,189386,The Beatles,12,1,1970,mb_ok,isrc,0.96,,,skipped_off,,,,,1970,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: confirmed MusicBrainz year 1970,,4MLBqAEzNN89o2M9h92Z26,Get Back - Remastered 2009,The Beatles,playlist_import,,GBAYE0601719,true,,,1970,no_match,no_year,,,unusable,,,,,,,,,musicbrainz,manual_confirmed_mb
Lollipop,The Chordettes,,,,,2011,2011,The Chordettes,album,2011-08-30,131022,The Chordettes,2,1,2018,mb_match_uncertain,text,1.00,,,skipped_off,,1987,,,1959,manual_entered_year,review_reason: mb_uncertain; risk_flags: mb_uncertain+mb_text_match_only+discogs_earlier_than_mb+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_uncertain+mb_text_match_only+mb_year_suspicious_late; manual: entered 1959,,6M7WQZ4tAG72j2xXxi2a1z,Lollipop,The Chordettes,playlist_import,,GBGQH0907437,true,,,1959,ok,alternative_earlier_than_current_mb,,,manual_conflicting_years,1950,recording_first_release_date,-68,-61,b9a20e22-9d7d-488f-9c51-a5ed7e0cf9cf,Lollipop,f2814132-e1a6-47bc-b7e3-934af6006e9a,The Chordettes,manual,manual_entered_year
All I Have to Do Is Dream,The Everly Brothers,,,,,1964,1964,The Very Best of The Everly Brothers,compilation,1964-08-01,143333,The Everly Brothers,8,1,1965,mb_ok,isrc,1.00,,,skipped_off,,,,,1958,manual_entered_year,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+compilation_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: entered 1958,,7dblNGnRXEBrVJunazs2U5,All I Have to Do Is Dream,The Everly Brothers,playlist_import,,USWB19903268,true,,,1958,ok,confirms_current_mb_and_spotify,best_of_context+compilation_context+noisy_release_context,,likely_accept_existing_mb_with_context_warning,1965,recording_first_release_date,0,1,3235f40e-cafb-4d1c-a8c0-37370fcffc7e,All I Have to Do Is Dream,ef3eeaca-3ddb-4fa3-a0a9-3bc41bb46f75,The Very Best of The Everly Brothers,manual,manual_entered_year
Lola,The Kinks,,,,,1970,1970,"Lola Versus Powerman and the Moneygoround, Pt. One",album,1970-11-27,241040,The Kinks,5,1,2014,mb_ok,isrc,0.96,,,skipped_off,,1972,,,1970,manual_confirmed_mb,review_reason: discogs_earlier_than_mb; risk_flags: discogs_earlier_than_mb+mb_year_suspicious_late; recommendation: manual_review_compare_musicbrainz_discogs; discogs_lookup: mb_year_suspicious_late; Manual batch accept: LB->MB alternative year accepted.,,0UAJH0k4k3slcE83a9UGCe,Lola,The Kinks,playlist_import,,GBAJE0701939,true,,,1970,ok,alternative_earlier_than_current_mb,,,useful_alternative_mb_year,1970,recording_first_release_date,-44,0,559e771e-c10b-47b0-a058-d4a29f97a23f,Lola,fb8bca0f-340f-47b5-be34-cfa6b1ffaa9f,"Lola Versus Powerman and the Moneygoround, Part One",listenbrainz_musicbrainz,manual_batch_listenbrainz_musicbrainz_confirmed
